Pk_Tournament;Player Name;Tournament Name;Round Reached;Matches Played;Points Earned;PrizePoll;categorie;country;Matches Won
1197;Enzo Jensen Sirvent;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1198;Emilio Sanchez Chamero;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1199;Mario Del Castillo;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1200;Antonio Fernandez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1201;Franco Stupaczuk;Newgiza Premier Padel P2;Winner;5;500;250000.00;P2;Egypt;5
1202;Miguel Yanguas;Newgiza Premier Padel P2;Winner;5;500;250000.00;P2;Egypt;5
1203;Javier Garrido;Newgiza Premier Padel P2;Final;5;300;250000.00;P2;Egypt;4
1204;Lucas Bergamini;Newgiza Premier Padel P2;Final;5;300;250000.00;P2;Egypt;4
1205;Jorge Nieto;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
1206;Jon Sanz;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
1207;Eduardo Alonso;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
1208;Jeronimo Gonzalez;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
1209;Alejandro Ruiz;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1210;Alejandro Arroyo;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1211;Lucas Campagnolo;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1212;Javier Leal;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1213;Valentino Libaak;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1214;Fernando Belasteguin;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1215;Luciano Capra;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1216;Maximiliano Sanchez;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
1217;Victor Ruiz;Newgiza Premier Padel P2;Round of 16;2;45;250000.00;P2;Egypt;1
1218;Carlos Daniel Gutierrez;Newgiza Premier Padel P2;Round of 16;2;45;250000.00;P2;Egypt;1
1219;Martin Di Nenno;Finland Premier Padel P2;Winner;5;500;250000.00;P2;Finland;5
1220;Juan Lebron;Finland Premier Padel P2;Winner;5;500;250000.00;P2;Finland;5
1221;Jorge Nieto;Finland Premier Padel P2;Final;5;300;250000.00;P2;Finland;4
1222;Jon Sanz;Finland Premier Padel P2;Final;5;300;250000.00;P2;Finland;4
1223;Pablo Cardona;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
1224;Francisco Navarro;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
1225;Jeronimo Gonzalez;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
1226;Eduardo Alonso;Finland Premier Padel P2;Semifinals;4;180;250000.00;P2;Finland;3
1227;Valentino Libaak;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1228;Alex Chozas;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1229;Javier Garrido;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1230;Alejandro Ruiz;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1231;Alejandro Arroyo;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1232;Carlos Daniel Gutierrez;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1233;Miguel Yanguas;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1234;Franco Stupaczuk;Finland Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Finland;2
1235;Juan Tello;Finland Premier Padel P2;Round of 16;2;45;250000.00;P2;Finland;1
1236;Fernando Belasteguin;Finland Premier Padel P2;Round of 16;2;45;250000.00;P2;Finland;1
1237;Federico Chingotto;BNL Italy Major Premier Padel;Winner;6;2000;525000.00;Major;Italy;6
1238;Alejandro Galan;BNL Italy Major Premier Padel;Winner;6;2000;525000.00;Major;Italy;6
1239;Franco Stupaczuk;BNL Italy Major Premier Padel;Final;6;1200;525000.00;Major;Italy;5
1240;Martin Di Nenno;BNL Italy Major Premier Padel;Final;6;1200;525000.00;Major;Italy;5
1241;Arturo Coello;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
1242;Agustin Tapia;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
1243;Francisco Navarro;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
1244;Juan Lebron;BNL Italy Major Premier Padel;Semifinals;5;720;525000.00;Major;Italy;4
1245;Miguel Yanguas;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1246;Javier Garrido;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1247;Jeronimo Gonzalez;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1248;Alejandro Ruiz;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1249;Eduardo Alonso;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1250;Alejandro Arroyo;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1251;Lucas Campagnolo;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1252;Javier Leal;BNL Italy Major Premier Padel;Quarterfinals;4;360;525000.00;Major;Italy;3
1253;Juan Tello;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1254;Fernando Belasteguin;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1255;Maximiliano Sanchez;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1256;Carlos Daniel Gutierrez;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1257;Jorge Nieto;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1258;Jon Sanz;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1259;Lucas Bergamini;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1260;Victor Ruiz;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1261;Luciano Capra;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1262;Alex Chozas;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1263;Ramiro Moyano;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1264;Francisco Manuel Gil;BNL Italy Major Premier Padel;Round of 16;3;180;525000.00;Major;Italy;2
1265;Javier Ruiz;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
1266;Pablo Cardona;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
1267;Javier Rico;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
1268;Juanlu Esbri;BNL Italy Major Premier Padel;Round of 32;2;90;525000.00;Major;Italy;1
1269;Federico Chingotto;Italy Major;Winner;6;2000;1029558.00;Major;Italy;6
1270;Alejandro Galan;Italy Major;Winner;6;2000;1029558.00;Major;Italy;6
1271;Arturo Coello;Italy Major;Final;6;1200;1029558.00;Major;Italy;5
1272;Agustin Tapia;Italy Major;Final;6;1200;1029558.00;Major;Italy;5
1273;Franco Stupaczuk;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
1274;Juan Lebron;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
1275;Francisco Guerrero;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
1276;Javier Leal;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
1277;Miguel Yanguas;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1278;Jorge Nieto;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1279;Lucas Bergamini;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1280;Francisco Navarro;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1281;Jerónimo González;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1282;Jon Sanz;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1283;Inigo Jofre;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1284;Alejandro Arroyo;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
1285;Pablo Cardona;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1286;Leandro Augsburger;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1287;Juan Tello;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1288;Martin Di Nenno;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1289;Eduardo Alonso;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1290;Jairo Bautista;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1291;Jose Antonio Diestro;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1292;Juanlu Esbri;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
1293;Javier Garrido;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1294;Valentino Libaak;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1295;Alejandro Ruiz;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1296;Maxi Sanchez;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1297;Javier Barahona;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1298;Javier Garcia;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1299;Alex Chozas;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1300;Carlos Daniel Gutierrez;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
1301;Thomas Leygue;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1302;Jesus Moya Sos;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1303;Miguel Deus;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1304;Nuno Deus;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1305;Jaime Munoz;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1306;Agustin Gutierrez;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1307;Victor Ruiz;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1308;Francisco Manuel Gil;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
1309;Martin Di Nenno;Madrid P1;Winner;6;1000;474500.00;P1;Spain;6
1310;Leandro Augsburger;Madrid P1;Winner;6;1000;474500.00;P1;Spain;6
1311;Arturo Coello;Madrid P1;Final;6;600;474500.00;P1;Spain;5
1312;Agustin Tapia;Madrid P1;Final;6;600;474500.00;P1;Spain;5
1313;Franco Stupaczuk;Madrid P1;Semifinals;5;360;474500.00;P1;Spain;4
1314;Juan Lebron;Madrid P1;Semifinals;5;360;474500.00;P1;Spain;4
1315;Federico Chingotto;Madrid P1;Semifinals;5;360;474500.00;P1;Spain;4
1316;Alejandro Galan;Madrid P1;Semifinals;5;360;474500.00;P1;Spain;4
1317;Miguel Yanguas;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1318;Jorge Nieto;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1319;Lucas Bergamini;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1320;Francisco Navarro;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1321;Jeronimo Gonzalez;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1322;Jon Sanz;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1323;Juan Tello;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1324;Pablo Cardona;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1325;Eduardo Alonso;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1326;Jairo Bautista;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1327;Francisco Guerrero;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1328;Javier Leal;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1329;Inigo Jofre;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1331;Javier Barahona;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1332;Javier Garcia;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1333;Juan Cruz Belluati;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1334;Javier Garrido;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1335;Leonel Daniel Aguirre;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1336;Alex Chozas;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1337;Jose Antonio Diestro;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1338;Juanlu Esbri;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1339;Alejandro Ruiz;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1340;Victor Ruiz;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
1341;David Gala;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1342;Lucas Campagnolo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1343;Pol Hernandez Alvarez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1344;Guillermo Collado Losada;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1345;Javier Rico;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1346;Ignacio Sager;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1347;Andres Fernandez Lancha;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1348;Alvaro Cepero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1349;Luciano Capra;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1350;Aimar Goni Lacabe;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1351;Pablo Lijo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1352;Maximiliano Arce Simo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1353;Francisco Cabeza Teres;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1354;Teodoro Zapata;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1355;Jose Jimenez Casas;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1356;Facundo Dominguez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1357;Roberto Belmont Pastor;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1358;Victor Tur Checa;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1359;Anton Sans;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1360;Marc Quilez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1361;Alonso Rodriguez Martinez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1362;Juan Ignacio Rubini;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1363;Diego Garcia Garcia;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1364;Jose Luis Gonzalez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1365;Javier Valdes;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1366;Agustin Gutierrez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1367;Mario Huete Hernandez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1368;Mario Ortega;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1369;Gonzalo Rubio;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1370;Javier Ruiz Gonzalez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1371;Maximiliano Sanchez Aguero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1372;Francisco Manuel Gil;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1373;Carlos Daniel Gutierrez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1374;Gonzalo Gabriel Alfonso;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1375;Denis Tomas Perino;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1376;Ignacio Piotto Albornoz;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1377;Alberto Garcia Jimenez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1378;Carlos Marti;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1379;Pau Minano Ortinez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1380;Victor Mena;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1381;Enzo Jensen Sirvent;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1382;Agustin Torre;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1383;Enrique Goenaga;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1384;Luis Hernandez Quesada;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1385;Javier Martinez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1386;Franco Renato Dal Bianco;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1387;Ignacio Vilarino Gestoso;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1388;Salvador Oria;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1389;Adrian Marques Berdonce;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1390;Marc Sintes Villalonga;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1391;Manuel Castano Salguero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1392;Alejandro Jerez Carnero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1393;Adrian Ronco Lopez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1394;Miguel Gonzalez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1395;Miguel Deus;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1396;Nuno Deus;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1397;Jesus Moya Sos;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1398;Aris Patiniotis;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1399;Antonio Fernandez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1400;Pablo Garcia Rodrigo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1401;Federico Mourino;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1402;Ramiro Valenzuela;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1403;Daniel Santigosa Sastre;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1404;Emilio Sanchez Chamero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
1405;Arturo Coello;Malaga Premier Padel P1;Winner;6;1000;470000.00;P1;Spain;6
1406;Agustin Tapia;Malaga Premier Padel P1;Winner;6;1000;470000.00;P1;Spain;6
1407;Federico Chingotto;Malaga Premier Padel P1;Final;6;600;470000.00;P1;Spain;5
1408;Alejandro Galan;Malaga Premier Padel P1;Final;6;600;470000.00;P1;Spain;5
1409;Franco Stupaczuk;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
1410;Martin Di Nenno;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
1411;Francisco Navarro;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
1412;Juan Lebron;Malaga Premier Padel P1;Semifinals;5;360;470000.00;P1;Spain;4
1413;Jorge Nieto;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1414;Jon Sanz;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1415;Juan Tello;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1416;Fernando Belasteguin;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1417;Jerónimo Gonzalez;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1418;Alejandro Ruiz;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1419;Javier Ruiz;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1420;Pablo Cardona;Malaga Premier Padel P1;Quarterfinals;4;180;470000.00;P1;Spain;3
1421;Lucas Bergamini;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1422;Victor Ruiz;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1423;Lucas Campagnolo;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1424;Javier Leal;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1425;Alex Chozas;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1426;Eduardo Alonso;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1427;Alejandro Arroyo;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1428;Carlos Daniel Gutierrez;Malaga Premier Padel P1;Round of 16;3;90;470000.00;P1;Spain;2
1429;Miguel Gonzalez;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1430;Mario Ortega;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1431;Antonio Luque;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1432;Facundo Dominguez;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1433;Jaime Munoz;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1434;Javier Garcia;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1435;Enrique Goenaga;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1436;Arnau Ayats;Malaga Premier Padel P1;Round of 32;2;45;470000.00;P1;Spain;1
1437;Jose David Sanchez;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1438;Aris Patiniotis;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1439;Federico Mouriño;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1440;Ignacio Vilariño Gestoso;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1441;Miguel Deus;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1442;Nuno Deus;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1443;Marc Quilez;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1444;Miguel Semmler;Malaga Premier Padel P1;Round of 64;1;20;470000.00;P1;Spain;0
1445;Arturo Coello;Malaga P1;Winner;6;1000;474500.00;P1;Spain;6
1446;Agustin Tapia;Malaga P1;Winner;6;1000;474500.00;P1;Spain;6
1447;Federico Chingotto;Malaga P1;Final;6;600;474500.00;P1;Spain;5
1448;Alejandro Galan;Malaga P1;Final;6;600;474500.00;P1;Spain;5
1449;Miguel Yanguas;Malaga P1;Semifinals;5;360;474500.00;P1;Spain;4
1450;Jorge Nieto;Malaga P1;Semifinals;5;360;474500.00;P1;Spain;4
1451;Lucas Bergamini;Malaga P1;Semifinals;5;360;474500.00;P1;Spain;4
1452;Francisco Navarro;Malaga P1;Semifinals;5;360;474500.00;P1;Spain;4
1453;Juan Tello;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1454;Martin Di Nenno;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1455;Pablo Cardona;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1456;Leandro Augsburger;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1457;Franco Stupaczuk;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1458;Maximiliano Arce Simo;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1459;Javier Garcia;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1460;Javier Barahona;Malaga P1;Quarterfinals;4;180;474500.00;P1;Spain;3
1461;Eduardo Alonso;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1462;Jairo Bautista;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1463;Francisco Guerrero;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1464;Javier Leal;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1465;Jeronimo Gonzalez;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1466;Jon Sanz;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1467;Jose Antonio Diestro;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1468;Juanlu Esbri;Malaga P1;Round of 16;3;90;474500.00;P1;Spain;2
1469;Gonzalo Rubio;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1470;Javier Ruiz Gonzalez;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1471;Ignacio Sager;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1472;Diego Gil;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1473;Enrique Goenaga;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1474;Luis Hernandez Quesada;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1475;Leonel Daniel Aguirre;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1476;Alex Chozas;Malaga P1;Round of 32;2;45;474500.00;P1;Spain;1
1477;Jose David Sanchez;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1478;Juan Zamora Perez;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1479;Pablo Garcia Rodrigo;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1480;Antonio Fernandez;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1481;Javier Martinez;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1482;Miguel Benitez Lara;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1483;Aris Patiniotis;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1484;Gonzalo Alfonso;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1485;David Gala;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1486;Lucas Campagnolo;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1487;Mario Ortega;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1488;Aimar Goni Lacabe;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1489;Ramiro Valenzuela;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1490;Federico Mourino;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1491;Alonso Rodriguez Martinez;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1492;Juan Ignacio Rubini;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1493;Adrian Marques Berdonce;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1494;Marc Sintes Villalonga;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
1495;Francisco Cabeza Teres;Malaga P1;Round of 64;1;22;474500.00;P1;Spain;0
